HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
PL12.hmm	138	EH213_RS23980	609	3.1e-17	4	127	380	510	0.8913043478260869
GT25.hmm	181	EH213_RS26525	249	1.8e-20	4	176	5	174	0.9502762430939227
GT2.hmm	170	EH213_RS26540	317	7.7e-34	1	121	3	120	0.7058823529411765
GT4.hmm	160	EPB64_RS25305	357	4e-27	9	151	181	319	0.8875
GT4.hmm	160	EPB64_RS26820	203	1.8e-31	6	156	19	172	0.9375
GH16_3.hmm	230	EXC89_RS00730	266	3.1e-73	1	230	30	264	0.9956521739130435
GH43_31.hmm	268	EXC89_RS01205	331	2.1e-103	2	266	47	309	0.9850746268656716
GH8.hmm	320	EXC89_RS03125	404	1.4e-72	13	319	67	394	0.95625
GH147.hmm	816	EXC89_RS12275	881	0	6	816	20	862	0.9926470588235294
GH53.hmm	342	EXC89_RS12295	363	3.4e-97	2	340	46	358	0.9883040935672515
GH43_28.hmm	262	EXC89_RS16780	566	4e-105	1	259	52	309	0.9847328244274809
CBM32.hmm	124	EXC89_RS16780	566	3.1e-20	9	109	354	467	0.8064516129032258
GT4.hmm	160	EXC89_RS17450	376	2.4e-28	7	159	192	345	0.95
GT4.hmm	160	EXC89_RS17455	414	2.1e-16	7	152	240	375	0.90625
GT4.hmm	160	EXC89_RS17460	380	8.2e-34	11	157	201	348	0.9125
GT2.hmm	170	EXC89_RS17480	331	2.3e-29	1	132	9	143	0.7705882352941177
GT11.hmm	276	EXC89_RS17485	291	9.8e-59	1	275	2	289	0.9927536231884058
GT32.hmm	90	EXC89_RS17490	237	1.7e-21	2	87	19	95	0.9444444444444444
GT8.hmm	257	EXC89_RS17495	310	1.8e-37	31	254	3	251	0.867704280155642
GT2.hmm	170	EXC89_RS17500	351	1e-32	1	131	8	137	0.7647058823529411
GH73.hmm	128	EXC89_RS21135	519	2.1e-33	2	128	12	144	0.984375
GT4.hmm	160	EXC89_RS24170	367	1e-18	6	152	196	333	0.9125
GT4.hmm	160	EXC89_RS24175	367	1.4e-38	7	159	182	334	0.95
GT2.hmm	170	EXC89_RS27250	325	1.4e-26	1	112	6	115	0.6529411764705882
GT4.hmm	160	EXC89_RS27265	366	4.6e-25	7	158	183	334	0.94375
PL38.hmm	279	EXC89_RS27310	278	5.6e-73	8	279	2	270	0.9713261648745519
GT2.hmm	170	EXC89_RS27415	300	4.2e-27	1	132	7	137	0.7705882352941177
GT4.hmm	160	EXC89_RS27445	393	7.9e-20	10	149	206	352	0.86875
GT2.hmm	170	EXC89_RS27825	340	8.2e-26	1	132	7	141	0.7705882352941177
GT2.hmm	170	EXC89_RS27845	329	5.5e-32	1	168	8	173	0.9823529411764705
GT2.hmm	170	EXC89_RS27850	325	1.9e-31	1	131	6	132	0.7647058823529411
GT32.hmm	90	EXC89_RS28175	236	5.8e-21	1	88	18	96	0.9666666666666667
GT4.hmm	160	F9Z91_RS09435	372	5.3e-29	7	155	191	340	0.925
CE1.hmm	227	F9Z91_RS23690	254	9.9e-26	3	111	145	249	0.47577092511013214
GH97.hmm	631	FE838_RS02585	650	6.4e-192	4	630	11	648	0.9920760697305864
GH67.hmm	669	FE838_RS02595	723	3.2e-277	2	666	27	693	0.992526158445441
GH76.hmm	358	FE838_RS02600	518	4.1e-74	31	330	164	487	0.835195530726257
GT4.hmm	160	FE838_RS03865	371	3.9e-16	11	152	198	341	0.88125
GT4.hmm	160	FE838_RS03870	380	4.6e-32	9	159	200	349	0.9375
GT2.hmm	170	FE838_RS03880	333	5.7e-37	1	133	9	149	0.7764705882352941
GT14.hmm	250	FE838_RS03890	289	2.1e-57	2	245	4	256	0.972
GT14.hmm	250	FE838_RS03895	287	9.2e-39	2	227	4	231	0.9
GT32.hmm	90	FE838_RS03900	314	6.1e-16	4	86	86	163	0.9111111111111111
GT2.hmm	170	FE838_RS03910	267	1.7e-16	1	122	4	126	0.711764705882353
GT2.hmm	170	FE838_RS03920	328	1.5e-30	1	115	8	120	0.6705882352941176
GT2.hmm	170	FE838_RS03950	324	7e-17	6	131	13	142	0.7352941176470589
CBM32.hmm	124	FE838_RS12660	445	1.4e-16	10	123	309	436	0.9112903225806451
GH3.hmm	216	FE838_RS13060	784	5.3e-70	3	215	125	351	0.9814814814814815
GT2.hmm	170	FE838_RS13665	318	1.1e-32	1	167	8	166	0.9764705882352941
GT2.hmm	170	FE838_RS13675	311	1.2e-34	1	133	5	141	0.7764705882352941
GT101.hmm	224	FE838_RS13690	312	2.3e-88	1	224	54	287	0.9955357142857143
GT2.hmm	170	FE838_RS13695	327	3e-34	1	166	10	170	0.9705882352941176
GT2.hmm	170	FE838_RS13700	327	9.5e-35	1	159	4	180	0.9294117647058824
GT4.hmm	160	FE838_RS13710	375	5e-39	8	159	197	347	0.94375
GT4.hmm	160	FE838_RS13720	372	3.8e-33	5	157	185	338	0.95
GH27.hmm	229	FE838_RS13770	846	2.9e-46	4	228	521	819	0.9781659388646288
GT4.hmm	160	FE838_RS15380	384	5.9e-19	12	157	214	357	0.90625
GT4.hmm	160	FE838_RS15395	365	2.1e-28	10	159	189	337	0.93125
GT4.hmm	160	FE838_RS20255	368	3e-20	2	150	189	330	0.925
GT2.hmm	170	FE838_RS20270	286	1.7e-22	3	119	6	119	0.6823529411764706
GT4.hmm	160	FE838_RS20295	390	6.9e-25	7	160	210	360	0.95625
GT2.hmm	170	FE838_RS20300	346	2.7e-36	1	166	9	171	0.9705882352941176
GT2.hmm	170	FE838_RS21790	304	4.4e-33	1	132	4	132	0.7705882352941177
GT2.hmm	170	FE838_RS21800	331	2.2e-31	1	148	10	160	0.8647058823529412
GH32.hmm	293	FE838_RS22395	628	3.4e-91	1	289	140	440	0.9829351535836177
GH127.hmm	524	FE838_RS24055	688	6.1e-175	1	524	39	620	0.9980916030534351
GH92.hmm	491	FH716_RS19500	690	1e-49	2	202	229	424	0.4073319755600815
GH92.hmm	491	FH716_RS19500	690	5.1e-64	231	485	429	686	0.5173116089613035
GT4.hmm	160	FH717_RS05140	388	1.9e-19	8	156	213	359	0.925
GT4.hmm	160	FH717_RS05145	392	8.4e-25	19	156	221	357	0.85625
GH9.hmm	418	FH717_RS21930	842	2.4e-28	29	416	393	828	0.9258373205741627
CE1.hmm	227	FH717_RS21935	375	3.1e-55	1	221	151	370	0.9691629955947136
GH43_2.hmm	273	FH717_RS21940	854	2.5e-114	1	273	31	300	0.9963369963369964
GH8.hmm	320	FH717_RS21940	854	1.4e-78	19	319	512	842	0.9375
GH95.hmm	722	FH717_RS21965	815	5.8e-290	3	713	18	749	0.9833795013850416
GH43_2.hmm	273	FH717_RS24695	310	3.7e-127	1	273	35	301	0.9963369963369964
GT4.hmm	160	FH720_RS00600	377	3.4e-20	6	154	186	343	0.925
GT4.hmm	160	FH720_RS25615	191	8.5e-41	7	159	7	159	0.95
GT4.hmm	160	FH721_RS26940	77	4.3e-21	79	140	2	63	0.38125
GT4.hmm	160	FH722_RS08365	377	4.3e-36	6	160	201	351	0.9625
GT4.hmm	160	FY431_RS02355	411	8e-21	5	159	214	375	0.9625
GH24.hmm	137	FY431_RS03250	170	8.7e-17	4	137	37	162	0.9708029197080292
GH43_12.hmm	281	FY431_RS09765	533	8.2e-108	1	278	30	311	0.9857651245551602
CBM91.hmm	200	FY431_RS09765	533	2.9e-43	3	195	341	529	0.96
GH2.hmm	752	FY431_RS22315	869	1.9e-116	20	475	71	689	0.6050531914893617
GH179.hmm	338	FY431_RS23965	346	2.7e-20	18	199	57	231	0.5355029585798816
GT4.hmm	160	FY431_RS23975	370	1.9e-16	5	151	184	332	0.9125
GH2.hmm	752	G7876_RS19370	1018	2.7e-62	24	464	22	556	0.5851063829787234
GT2.hmm	170	GPL09_RS09740	339	2e-31	1	165	9	170	0.9647058823529412
GT2.hmm	170	GPL09_RS09755	334	3.8e-24	1	127	7	136	0.7411764705882353
GH89.hmm	663	GPL09_RS14345	737	1.6e-191	50	661	3	607	0.9215686274509803
GT2.hmm	170	GPL09_RS15810	347	1.5e-30	1	113	12	122	0.6588235294117647
GT4.hmm	160	GPL09_RS15830	330	4.2e-20	8	157	164	301	0.93125
GT4.hmm	160	GPL09_RS15835	378	1.1e-23	5	150	183	327	0.90625
GT2.hmm	170	GPL09_RS15845	258	3.2e-26	1	138	4	138	0.8058823529411765
GT4.hmm	160	GPL09_RS18985	347	2.9e-23	9	151	178	314	0.8875
GT2.hmm	170	GPL12_RS20045	142	1.2e-17	1	115	5	120	0.6705882352941176
GT2.hmm	170	HMPREF9007_RS03415	271	5e-28	1	167	5	170	0.9764705882352941
GT2.hmm	170	HMPREF9007_RS03435	288	9.2e-25	1	107	3	108	0.6235294117647059
CBM6.hmm	138	HMPREF9007_RS06560	455	9e-16	3	136	307	450	0.9637681159420289
CE8.hmm	288	HMPREF9007_RS16425	328	6e-103	2	287	32	313	0.9895833333333334
GT26.hmm	171	HMPREF9007_RS17690	256	7.4e-48	1	171	50	226	0.9941520467836257
GT4.hmm	160	HMPREF9007_RS17695	339	1.1e-26	7	154	158	305	0.91875
GH97.hmm	631	HMPREF9007_RS20470	663	2.1e-177	11	630	29	659	0.9809825673534073
CE15.hmm	269	HRU96_RS00505	411	9e-19	5	268	80	404	0.9776951672862454
GH78.hmm	504	HRU96_RS03165	734	7e-73	4	500	220	713	0.9841269841269841
GH16_3.hmm	230	HRU96_RS12215	254	6.3e-45	1	230	18	245	0.9956521739130435
GT4.hmm	160	HRU96_RS12380	395	7.5e-17	71	149	282	359	0.4875
GT11.hmm	276	HRU96_RS12420	277	1.4e-68	3	274	4	271	0.9818840579710145
GT4.hmm	160	HRU96_RS15190	349	3.4e-22	10	158	179	320	0.925
GH109.hmm	399	HRU96_RS18730	448	1.6e-17	5	162	130	276	0.39348370927318294
GH3.hmm	216	HRU96_RS18865	860	2.6e-61	3	214	108	328	0.9768518518518519
GH137.hmm	340	I1W55_RS00250	1406	9.6e-157	2	340	20	368	0.9941176470588236
GH2.hmm	752	I1W55_RS00250	1406	2.3e-74	21	387	371	807	0.4867021276595745
CBM57.hmm	147	I1W55_RS00250	1406	1.2e-43	2	147	1073	1234	0.9863945578231292
CBM97.hmm	127	I1W55_RS00250	1406	3.3e-42	2	127	1281	1405	0.984251968503937
GH43_3.hmm	299	I1W55_RS02405	630	4.1e-103	1	299	322	612	0.9966555183946488
GH2.hmm	752	I1W55_RS17065	1195	4.8e-214	20	751	221	1075	0.9720744680851063
GT4.hmm	160	I1W55_RS25170	359	2e-29	5	157	182	328	0.95
GT4.hmm	160	I1W55_RS25180	375	5.2e-18	7	157	204	351	0.9375
GT4.hmm	160	I1W55_RS25185	225	3.9e-30	11	156	53	197	0.90625
GT2.hmm	170	I2D73_RS01190	328	1.1e-16	5	122	16	137	0.6882352941176471
GH93.hmm	307	I2D73_RS01235	571	7.7e-62	2	277	62	332	0.8957654723127035
GH43_31.hmm	268	I2D73_RS01265	328	5.5e-108	2	266	45	306	0.9850746268656716
GH43_3.hmm	299	I2D73_RS01275	326	1.7e-111	1	299	26	309	0.9966555183946488
GH159.hmm	219	I2D73_RS01280	342	2e-62	1	218	32	260	0.9908675799086758
GH116.hmm	363	I2D73_RS01315	849	8.7e-57	4	361	413	780	0.9834710743801653
GH146.hmm	503	I2D73_RS01330	656	3.6e-169	1	503	50	571	0.9980119284294234
GH43_26.hmm	294	I2D73_RS01335	1545	6.1e-94	1	294	27	326	0.9965986394557823
GH106.hmm	824	I2D73_RS01335	1545	2.1e-179	94	652	539	1104	0.6771844660194175
GH88.hmm	329	I2D73_RS01340	403	1.3e-127	3	329	67	392	0.9908814589665653
GH154.hmm	348	I2D73_RS01355	408	3.1e-111	1	347	26	385	0.9942528735632183
GH105.hmm	332	I2D73_RS01380	361	6e-88	9	332	46	358	0.9728915662650602
GH2.hmm	752	I2D73_RS01385	605	6.1e-105	23	394	51	485	0.4933510638297872
GH2.hmm	752	I2D73_RS03335	921	6.5e-80	35	548	27	788	0.6821808510638298
GT2.hmm	230	I2D73_RS04960	404	3.8e-21	1	227	56	274	0.9826086956521739
CBM62.hmm	131	I2D73_RS07225	671	6.5e-24	62	131	466	535	0.5267175572519084
CBM62.hmm	131	I2D73_RS07225	671	2.2e-16	2	63	542	605	0.46564885496183206
GT2.hmm	170	I2D73_RS11025	342	2.3e-33	1	111	16	123	0.6470588235294118
GT4.hmm	160	I2D73_RS11030	358	2.4e-34	10	158	180	328	0.925
GT4.hmm	160	I2D73_RS11040	378	2.9e-18	7	157	190	349	0.9375
GH97.hmm	631	I2D73_RS12965	660	1.3e-181	5	630	12	655	0.9904912836767037
CE20.hmm	249	I2D73_RS12975	493	1.3e-86	3	248	101	356	0.9839357429718876
GH110.hmm	548	I2D73_RS12980	575	4.3e-143	2	548	26	574	0.9963503649635036
GT4.hmm	160	I2D73_RS15955	379	6e-31	9	160	195	346	0.94375
GT2.hmm	170	I2D73_RS15965	305	7.3e-29	1	129	6	135	0.7529411764705882
GT4.hmm	160	I2D73_RS15975	367	1.4e-30	12	155	186	337	0.89375
GT4.hmm	160	I2D73_RS15985	392	1.8e-25	6	157	194	350	0.94375
GT4.hmm	160	I2D73_RS23530	371	6.2e-20	9	159	193	340	0.9375
GH2.hmm	752	I2D73_RS23660	856	8.6e-97	30	550	26	737	0.6914893617021277
CE20.hmm	249	I2D73_RS23670	474	1.8e-87	3	249	103	362	0.9879518072289156
GH173.hmm	255	I2D73_RS23675	494	1e-72	1	255	76	344	0.996078431372549
GH130_5.hmm	330	I2D73_RS23680	346	1.1e-164	1	330	3	335	0.996969696969697
GT2.hmm	170	I2D73_RS24650	140	5.1e-29	1	125	5	122	0.7294117647058823
GT4.hmm	160	I2D74_RS24955	407	2.8e-21	5	156	212	370	0.94375
GT2.hmm	170	I2D75_RS02040	329	3.2e-23	1	99	5	110	0.5764705882352941
GT4.hmm	160	I2D75_RS02060	586	2.2e-17	18	159	186	331	0.88125
CE4.hmm	130	I2D75_RS02060	586	5.3e-24	6	118	420	547	0.8615384615384616
CE1.hmm	227	I2D87_RS23350	338	1.4e-27	8	221	88	332	0.9383259911894273
CE1.hmm	227	I2D87_RS23360	243	2.1e-18	13	222	45	233	0.920704845814978
GT83.hmm	540	I2E52_RS01085	523	1.5e-62	15	427	15	422	0.762962962962963
GT83.hmm	540	I2E52_RS01100	565	3.7e-66	9	444	17	457	0.8055555555555556
GT2.hmm	170	I2E52_RS01105	243	2.3e-21	1	133	10	143	0.7764705882352941
GT4.hmm	160	I2E52_RS03605	332	5.5e-17	9	120	166	275	0.69375
PL27.hmm	610	I2E52_RS09275	709	5.4e-264	2	610	64	687	0.9967213114754099
GH28.hmm	325	I2E52_RS09780	470	1e-38	68	309	197	450	0.7415384615384616
GH28.hmm	325	I2E52_RS09825	471	2.8e-40	47	309	173	453	0.8061538461538461
GT4.hmm	160	I2E52_RS10075	413	2.5e-29	3	136	224	354	0.83125
GT2.hmm	170	I2E52_RS10100	623	3.2e-29	1	124	11	133	0.7235294117647059
GT32.hmm	90	I2E52_RS10110	236	2.2e-16	8	87	29	103	0.8777777777777778
GT32.hmm	90	I2E52_RS10115	237	4.6e-18	8	89	29	105	0.9
GH31_5.hmm	446	I2E52_RS13930	843	5.5e-165	1	446	260	730	0.9977578475336323
GH127.hmm	524	I2E52_RS17780	814	2e-212	1	524	39	570	0.9980916030534351
CE1.hmm	227	I2E52_RS18190	749	2.1e-16	11	208	507	718	0.8678414096916299
GH105.hmm	332	I2E52_RS18225	356	1.4e-79	6	332	24	350	0.9819277108433735
GH136.hmm	491	I2E52_RS18235	518	1e-99	2	421	28	459	0.8533604887983707
GH38.hmm	269	I2E52_RS18535	845	5.8e-32	26	193	38	205	0.620817843866171
CE20.hmm	249	I2E52_RS19065	664	3.8e-44	3	134	102	248	0.5261044176706827
CE20.hmm	249	I2E52_RS19065	664	1.7e-53	110	248	406	544	0.5542168674698795
GH130_3.hmm	311	I2E52_RS19110	379	6.1e-135	2	310	62	373	0.9903536977491961
GT4.hmm	160	I2E52_RS22730	352	1.4e-27	3	153	174	319	0.9375
CE4.hmm	130	I2E52_RS22745	254	1.6e-23	5	126	50	179	0.9307692307692308
GT2.hmm	170	I2E52_RS22750	278	1.5e-18	15	131	22	138	0.6823529411764706
GT2.hmm	170	I2E52_RS25100	320	1e-34	1	167	4	163	0.9764705882352941
GT2.hmm	170	I2E52_RS25110	250	2.6e-36	1	130	5	134	0.7588235294117647
GH2.hmm	752	I2F03_RS01650	1145	7.2e-71	18	475	28	646	0.6077127659574468
GH106.hmm	824	I2F88_RS03205	1080	4.2e-218	83	823	333	1076	0.8980582524271845
GH123.hmm	538	I2F88_RS16460	571	5.7e-121	6	494	45	534	0.9070631970260223
GH18.hmm	296	I2G85_RS16755	308	1.9e-16	36	189	78	253	0.5168918918918919
GT2.hmm	170	I2G85_RS21545	267	5.2e-22	1	168	5	163	0.9823529411764705
GT4.hmm	160	I2G85_RS21575	374	1.6e-19	5	124	195	312	0.74375
GT4.hmm	160	I2G92_RS22820	352	3.7e-29	6	157	173	323	0.94375
GH141.hmm	527	I2H14_RS02685	617	1.4e-230	2	527	21	578	0.9962049335863378
GH78.hmm	504	I2I37_RS21845	857	1.9e-139	5	504	292	838	0.9900793650793651
GT2.hmm	170	I2I37_RS22835	328	3.6e-34	1	132	5	139	0.7705882352941177
GT25.hmm	181	I2I37_RS22840	244	2.6e-33	3	178	2	175	0.9668508287292817
GT32.hmm	90	I2I37_RS22845	244	1.5e-22	2	88	19	96	0.9555555555555556
GT2.hmm	170	I2I37_RS22865	296	9.6e-26	1	109	8	116	0.6352941176470588
GT4.hmm	160	I2I37_RS24330	363	2.8e-25	11	157	187	331	0.9125
GT2.hmm	170	I2I37_RS24350	339	6.2e-25	2	128	10	139	0.7411764705882353
GH2.hmm	752	I4W64_RS03830	896	5.5e-93	27	514	43	642	0.6476063829787234
GH95.hmm	722	I4W64_RS10710	1022	1.6e-82	14	713	49	690	0.9681440443213296
GH43_35.hmm	294	I4W67_RS07540	515	1.2e-99	1	293	21	320	0.9931972789115646
GH31_1.hmm	447	I4W67_RS08815	715	1.5e-162	1	425	177	590	0.9485458612975392
GT2.hmm	170	I4W67_RS14585	111	1.6e-23	1	106	3	110	0.6176470588235294
GH29.hmm	346	I4W67_RS18355	650	2e-71	42	339	50	364	0.8583815028901735
GH43_29.hmm	278	I4W67_RS19055	327	1.6e-104	1	277	37	310	0.9928057553956835
GH30_2.hmm	417	I4W67_RS19060	479	4.4e-161	4	417	35	476	0.9904076738609112
GH51_2.hmm	435	I4W67_RS20540	679	7.1e-164	2	435	235	676	0.9954022988505747
GH51_2.hmm	435	I4W67_RS20545	657	1e-178	2	434	195	650	0.993103448275862
GH43_19.hmm	233	I4W67_RS20550	630	2.7e-85	2	233	76	306	0.9914163090128756
GH43_34.hmm	280	I4W67_RS20550	630	2e-93	1	280	333	622	0.9964285714285714
GH35.hmm	307	I4W67_RS20555	758	3.8e-118	1	306	13	325	0.993485342019544
GH2.hmm	752	I4W67_RS24775	981	4.7e-64	46	413	213	675	0.488031914893617
GH2.hmm	752	I4W67_RS24790	644	1.3e-98	28	514	3	577	0.6462765957446809
GH92.hmm	491	I4W67_RS26630	1223	2.8e-179	2	490	257	741	0.9938900203665988
GH43_9.hmm	272	I4W67_RS26630	1223	2.3e-121	3	272	755	1018	0.9889705882352942
CBM91.hmm	200	I4W67_RS26630	1223	7.4e-18	5	198	1040	1215	0.965
GH51_2.hmm	435	I6F00_RS09615	828	1.7e-167	2	435	374	819	0.9954022988505747
GH127.hmm	524	INE82_RS08660	707	2.5e-191	1	524	44	607	0.9980916030534351
GT2.hmm	170	J8986_RS01655	331	9.6e-23	1	106	23	127	0.6176470588235294
GT4.hmm	160	J8986_RS01685	360	1.1e-26	5	153	175	325	0.925
GH95.hmm	722	J9A00_RS14110	1016	3.4e-229	97	717	317	980	0.8587257617728532
GH95.hmm	722	J9A10_RS00955	758	2.1e-106	4	711	34	727	0.9792243767313019
GH97.hmm	631	J9A10_RS00960	639	5e-127	99	630	80	635	0.8415213946117274
CE6.hmm	99	J9A10_RS00965	485	2.7e-21	1	98	78	169	0.9797979797979798
CE3.hmm	194	J9A10_RS00965	485	2.1e-16	1	192	262	480	0.9845360824742269
GH2.hmm	752	J9A10_RS05285	866	3.5e-115	19	532	22	638	0.6821808510638298
GH95.hmm	722	J9A10_RS05290	744	3.6e-215	92	714	52	702	0.8614958448753463
PL35.hmm	179	J9A10_RS18445	614	1.3e-51	3	177	393	563	0.9720670391061452
GH88.hmm	329	J9A10_RS18460	433	1.2e-120	6	329	82	422	0.9817629179331308
GH154.hmm	348	J9A10_RS18465	424	6.4e-102	1	345	45	400	0.9885057471264368
GH95.hmm	722	J9A10_RS18495	758	1e-76	117	712	119	690	0.8240997229916898
GH3.hmm	216	J9A17_RS00020	95	5.4e-22	106	189	4	95	0.38425925925925924
GT4.hmm	160	J9A17_RS22810	384	1.5e-34	2	157	194	350	0.96875
GT2.hmm	170	J9A17_RS22820	326	5.1e-35	1	128	4	129	0.7470588235294118
GT4.hmm	160	J9A17_RS22850	425	3.2e-19	9	157	229	378	0.925
GT4.hmm	160	K0F21_RS10765	177	3.8e-25	7	116	9	116	0.68125
GT4.hmm	160	K0F21_RS10780	377	1.6e-27	10	159	196	346	0.93125
GT4.hmm	160	K0F21_RS10790	371	1.2e-20	12	148	188	322	0.85
GH95.hmm	722	K0F21_RS21925	824	6.4e-289	4	715	25	760	0.9847645429362881
CE1.hmm	227	K0F21_RS23615	268	8.8e-34	11	216	44	254	0.9030837004405287
GT2.hmm	170	K0F21_RS23635	327	1.9e-18	6	165	18	181	0.9352941176470588
GT2.hmm	170	K0F21_RS23650	239	7.3e-19	4	128	1	127	0.7294117647058823
CE8.hmm	288	K0F21_RS24260	369	9e-71	3	258	29	304	0.8854166666666666
GH28.hmm	325	K0F21_RS24270	470	2.2e-81	7	309	76	446	0.9292307692307692
GH105.hmm	332	K0F21_RS24285	810	1.4e-108	5	331	464	808	0.9819277108433735
PL1_2.hmm	183	K0F21_RS24290	480	5.5e-77	1	183	58	242	0.994535519125683
PL10_1.hmm	288	K0F21_RS24300	636	3.6e-90	1	251	264	515	0.8680555555555556
GH3.hmm	216	K0F21_RS24305	863	1.2e-68	2	215	54	300	0.9861111111111112
CBM67.hmm	176	K0F21_RS24310	1283	1.4e-36	11	175	166	343	0.9318181818181818
GH78.hmm	504	K0F21_RS24310	1283	2.4e-161	1	504	362	880	0.998015873015873
GH33.hmm	342	K0F21_RS24310	1283	2.7e-26	22	325	953	1253	0.8859649122807017
GT4.hmm	160	K0F21_RS24750	458	5e-30	10	159	283	430	0.93125
GH28.hmm	325	K0F21_RS24880	763	3.7e-33	64	308	454	746	0.7507692307692307
GH20.hmm	337	K0F21_RS24885	619	1.4e-112	9	337	125	496	0.973293768545994
GH3.hmm	216	K0F21_RS24890	769	2.7e-66	5	216	106	334	0.9768518518518519
GH20.hmm	337	K0F21_RS24895	775	5.9e-118	8	336	151	505	0.973293768545994
GT2.hmm	170	K0F31_RS03950	353	1.1e-34	1	119	7	122	0.6941176470588235
GT4.hmm	160	K0F31_RS03955	336	3.1e-25	8	157	163	306	0.93125
CE4.hmm	130	K0F31_RS16090	355	4.3e-29	6	123	51	187	0.9
GT4.hmm	160	K0F31_RS23365	348	1.6e-20	7	147	184	314	0.875
GT4.hmm	160	K0F31_RS23370	336	1.6e-28	10	153	172	305	0.89375
GH24.hmm	137	K0F33_RS14780	171	9.1e-17	5	137	38	163	0.9635036496350365
GH29.hmm	346	K0F33_RS25770	620	3.3e-81	31	339	40	369	0.8901734104046243
CBM32.hmm	124	K0F33_RS25770	620	1.3e-16	17	107	500	599	0.7258064516129032
GT4.hmm	160	K0F71_RS19085	373	2e-27	6	116	198	306	0.6875
GT4.hmm	160	K0F71_RS19095	384	4.6e-18	7	124	204	321	0.73125
GT4.hmm	160	K0F71_RS19115	381	6.5e-36	8	158	203	349	0.9375
CE1.hmm	227	K0G22_RS02335	341	3.5e-28	7	222	87	333	0.947136563876652
GH20.hmm	337	K0G22_RS15905	835	6.5e-91	15	336	312	722	0.9525222551928784
GH36.hmm	688	K0G22_RS15910	950	1.3e-211	3	686	28	711	0.9927325581395349
GH2.hmm	752	K0G22_RS15915	603	6.2e-105	24	394	41	474	0.4920212765957447
GH43_26.hmm	294	K0G22_RS15920	367	3.1e-86	2	294	40	348	0.9931972789115646
GH3.hmm	216	K0G22_RS15925	767	8.7e-35	8	213	175	434	0.9490740740740741
GH97.hmm	631	K0G22_RS15935	687	1.5e-162	11	630	41	683	0.9809825673534073
GH97.hmm	631	K0G22_RS15945	652	2.1e-194	11	627	23	647	0.9762282091917591
GH3.hmm	216	K0G22_RS15990	744	3.7e-67	2	214	56	276	0.9814814814814815
GH43_10.hmm	271	K0G22_RS16905	513	1.4e-97	1	271	21	295	0.996309963099631
CBM91.hmm	200	K0G22_RS16905	513	2.8e-29	4	198	323	511	0.97
CBM61.hmm	141	K0G22_RS19280	539	5.3e-23	4	141	48	184	0.9716312056737588
GH53.hmm	342	K0G22_RS19280	539	3.8e-98	2	342	195	534	0.9941520467836257
GH35.hmm	307	K0G22_RS19305	783	1.4e-80	2	306	60	426	0.990228013029316
CE4.hmm	130	K0G22_RS19310	531	1.3e-24	9	120	46	167	0.8538461538461538
GH147.hmm	816	K0G22_RS19315	833	5.4e-253	12	803	20	791	0.9693627450980392
CE4.hmm	130	K0G22_RS22840	333	6e-23	5	126	81	291	0.9307692307692308
GT4.hmm	160	K0G22_RS22875	381	8.6e-23	10	149	207	347	0.86875
GT2.hmm	170	K0G22_RS22890	333	5.3e-30	1	137	5	145	0.8
GH29.hmm	346	K0G24_RS06355	449	9.5e-100	24	346	16	359	0.930635838150289
GH163.hmm	251	K0G24_RS06375	614	2.1e-94	5	251	221	485	0.9800796812749004
GT2.hmm	170	K0G24_RS09805	822	1.7e-19	1	137	247	386	0.8
GH95.hmm	722	K0G24_RS16540	1552	4.2e-177	7	710	41	781	0.9736842105263158
GH95.hmm	722	K0G24_RS16540	1552	8.5e-57	135	712	935	1510	0.7991689750692521
GH120.hmm	91	K0G24_RS16545	599	6.8e-32	1	91	308	397	0.989010989010989
GH2.hmm	752	K0G24_RS16550	820	2.5e-93	14	464	46	585	0.598404255319149
GH35.hmm	307	K0G24_RS16570	924	8.5e-93	1	304	40	371	0.9869706840390879
GT2.hmm	170	K0G24_RS20595	322	4.6e-20	1	133	6	145	0.7764705882352941
GH73.hmm	128	K0G45_RS05700	213	2.5e-16	5	125	112	210	0.9375
GH92.hmm	491	K0G47_RS03070	719	1.6e-153	3	491	231	704	0.9938900203665988
GH92.hmm	491	K0G47_RS03075	760	5.5e-173	3	491	235	739	0.9938900203665988
CE20.hmm	249	K0G47_RS03080	663	1.5e-42	3	118	102	224	0.46184738955823296
CE20.hmm	249	K0G47_RS03080	663	2e-50	113	248	409	544	0.5421686746987951
GH106.hmm	824	K0G47_RS03130	1051	3.2e-239	86	823	324	1041	0.8944174757281553
CBM67.hmm	176	K0G47_RS03135	895	1e-15	17	170	165	327	0.8693181818181818
GH78.hmm	504	K0G47_RS03135	895	1.2e-125	2	502	352	855	0.9920634920634921
CBM67.hmm	176	K0G47_RS03140	907	9e-37	1	171	141	340	0.9659090909090909
GH78.hmm	504	K0G47_RS03140	907	1.6e-136	5	503	366	861	0.9880952380952381
GH2.hmm	752	K0G47_RS03150	1028	1.4e-88	55	587	69	790	0.7074468085106383
CBM32.hmm	124	K0G47_RS03150	1028	3.2e-24	8	123	766	879	0.9274193548387096
GH92.hmm	491	K0G47_RS03155	780	4.2e-163	2	491	291	773	0.9959266802443992
