HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH38.hmm	269	K0G47_RS03160	847	1.6e-28	31	175	43	190	0.5353159851301115
CE4.hmm	130	K0G47_RS03790	227	8.9e-31	4	123	36	158	0.9153846153846154
GT2.hmm	170	K0G47_RS03810	397	8.6e-25	2	146	21	158	0.8470588235294118
GT4.hmm	160	K0G47_RS06320	381	3.8e-31	7	159	203	356	0.95
GT4.hmm	160	K0G47_RS06325	358	2e-32	5	159	179	332	0.9625
GT2.hmm	170	K0G47_RS06340	288	1.8e-25	1	122	3	123	0.711764705882353
GT4.hmm	160	K0G47_RS06345	346	2.2e-22	11	151	180	313	0.875
GT2.hmm	170	K0G47_RS06360	271	5.8e-19	1	131	5	137	0.7647058823529411
GT4.hmm	160	K0G47_RS06675	371	1.4e-31	11	157	193	332	0.9125
GT2.hmm	170	K0G47_RS06680	337	1.5e-30	1	115	12	122	0.6705882352941176
GT2.hmm	170	K0G47_RS08020	310	2.5e-21	1	114	4	119	0.6647058823529411
GT4.hmm	160	K0G47_RS08035	394	2.9e-19	6	157	204	363	0.94375
GT4.hmm	160	K0G47_RS08045	380	4.6e-23	5	159	183	346	0.9625
GT4.hmm	160	K0G47_RS08055	353	9.8e-31	6	158	174	324	0.95
GT4.hmm	160	K0G47_RS08060	370	2.4e-24	9	153	192	333	0.9
GH24.hmm	137	K0G47_RS09330	145	5e-43	7	137	9	135	0.948905109489051
CBM51.hmm	134	K0G47_RS11775	661	2.7e-32	3	134	29	161	0.9776119402985075
GH27.hmm	229	K0G47_RS11775	661	6e-67	4	229	373	636	0.982532751091703
GT2.hmm	170	K0G47_RS12485	312	1.1e-28	1	146	4	148	0.8529411764705882
GT6.hmm	280	K0G47_RS12495	265	1.1e-73	44	264	2	224	0.7857142857142857
GT4.hmm	160	K0G47_RS13750	413	8.8e-32	4	139	225	357	0.84375
GT2.hmm	170	K0G47_RS14065	347	7.6e-36	1	132	31	160	0.7705882352941177
GT11.hmm	276	K0G47_RS14070	305	1.2e-28	2	255	25	289	0.9166666666666666
GH27.hmm	229	K0G47_RS14880	552	8.5e-66	4	229	142	385	0.982532751091703
GH36.hmm	688	K0G47_RS19200	733	1.8e-202	4	687	28	715	0.9927325581395349
GH31_15.hmm	426	K0G47_RS19220	841	1.8e-168	1	426	196	619	0.9976525821596244
GH43_18.hmm	229	K0G47_RS19245	321	1.1e-59	2	229	64	304	0.9912663755458515
GH30_6.hmm	450	K0G47_RS19290	521	4.7e-149	2	449	57	509	0.9933333333333333
GT2.hmm	170	K0G47_RS20325	278	1.4e-17	8	123	12	128	0.6764705882352942
GT26.hmm	171	K0G47_RS22220	234	6e-50	6	171	55	218	0.9649122807017544
GT4.hmm	160	K0G47_RS22230	348	1.3e-32	11	156	173	317	0.90625
GH2.hmm	752	K0G47_RS23875	977	1.2e-82	22	394	54	555	0.4946808510638298
GH16_3.hmm	230	K0G56_RS09555	635	2.7e-62	1	230	29	280	0.9956521739130435
GH43_24.hmm	246	K0G56_RS09555	635	5.2e-102	2	246	308	599	0.991869918699187
GT4.hmm	160	K0G56_RS25085	386	3e-19	8	150	205	344	0.8875
GT4.hmm	160	K0G56_RS25090	396	8.7e-16	6	117	223	331	0.69375
PL38.hmm	279	K0G56_RS25125	393	8e-84	1	279	64	339	0.996415770609319
GT32.hmm	90	K0G62_RS16560	240	3.4e-22	8	87	35	109	0.8777777777777778
CE4.hmm	130	K0G71_RS19315	282	5.8e-20	13	127	4	142	0.8769230769230769
PL12.hmm	138	K0G71_RS19345	627	2.4e-24	4	137	395	536	0.9637681159420289
GH172.hmm	236	K0G90_RS21625	540	2.8e-55	1	235	278	506	0.9915254237288136
GT2.hmm	170	K0G90_RS24875	331	2.5e-29	1	137	8	147	0.8
GT32.hmm	90	K0G90_RS24880	296	2.6e-19	2	81	76	150	0.8777777777777778
GT2.hmm	170	K0G90_RS26055	310	3.1e-22	1	160	15	169	0.9352941176470588
GT4.hmm	160	K0G92_RS16060	407	4.3e-16	74	150	296	371	0.475
GT4.hmm	160	K0G92_RS16070	375	1.7e-20	14	158	197	343	0.9
GT2.hmm	170	K0G94_RS08135	257	1.1e-26	1	129	4	132	0.7529411764705882
GT2.hmm	170	K0G94_RS08140	306	1.9e-16	1	104	9	106	0.6058823529411764
GT4.hmm	160	K0G94_RS08160	375	9.6e-37	11	159	193	340	0.925
GT4.hmm	160	K0G94_RS08175	350	2.4e-29	9	157	171	321	0.925
GT2.hmm	170	K0G94_RS08180	320	7.4e-28	1	96	4	100	0.5588235294117647
GT74.hmm	280	K0G94_RS08185	303	2.1e-29	2	264	2	271	0.9357142857142857
GT11.hmm	276	K0G94_RS08205	353	3e-39	1	258	1	348	0.9311594202898551
GT4.hmm	160	K0H35_RS20370	368	2.2e-20	12	155	199	338	0.89375
GT4.hmm	160	K0H35_RS20380	413	5.6e-19	10	153	242	375	0.89375
GT4.hmm	160	K0H35_RS20385	373	6.8e-18	5	157	189	343	0.95
GT2.hmm	170	K0H35_RS20390	265	5e-24	1	109	4	111	0.6352941176470588
GH97.hmm	631	K6V27_RS04890	650	3.2e-204	6	630	14	648	0.9889064976228209
GH38.hmm	269	K6V27_RS04895	1192	2.6e-50	1	229	14	244	0.8475836431226765
GH43_28.hmm	262	K6V27_RS04900	572	5.2e-92	1	258	49	304	0.9809160305343512
CBM32.hmm	124	K6V27_RS04900	572	1.2e-20	9	110	349	464	0.8145161290322581
GH2.hmm	752	K6V27_RS04905	935	1.2e-63	23	532	22	693	0.6768617021276596
CBM88.hmm	86	K6V27_RS04915	492	1.4e-22	1	86	221	303	0.9883720930232558
CBM88.hmm	86	K6V27_RS04915	492	1.2e-22	1	86	311	397	0.9883720930232558
CBM88.hmm	86	K6V27_RS04915	492	2.7e-25	1	85	406	488	0.9767441860465116
GH3.hmm	216	K6V27_RS04945	825	4.6e-69	2	215	58	266	0.9861111111111112
GH76.hmm	358	K6V27_RS04955	400	6e-69	28	330	70	376	0.8435754189944135
GH146.hmm	503	K6V27_RS12420	641	1e-201	1	503	49	554	0.9980119284294234
GH2.hmm	752	K6V27_RS13285	1052	7.2e-217	17	751	55	926	0.976063829787234
GH28.hmm	325	KFX40_RS04095	527	8.8e-82	8	320	85	488	0.96
GH3.hmm	216	KFX40_RS04100	864	4.2e-70	3	215	61	306	0.9814814814814815
GH2.hmm	752	KFX40_RS17745	818	7.9e-124	22	514	24	637	0.6542553191489362
PL1_2.hmm	183	KFX40_RS22460	800	4.8e-76	1	183	371	555	0.994535519125683
GT4.hmm	160	KFX43_RS16790	539	2.2e-20	6	148	188	338	0.8875
GT4.hmm	160	KFX43_RS16795	348	5.7e-17	7	156	166	319	0.93125
GH130_14.hmm	330	KFX44_RS03315	344	6.9e-166	1	329	6	335	0.9939393939393939
GT4.hmm	160	KFX44_RS03320	731	2.7e-16	7	159	187	351	0.95
GH43_18.hmm	229	KFX44_RS03885	786	6.4e-89	2	229	67	301	0.9912663755458515
GH43_34.hmm	280	KFX44_RS03885	786	9.3e-69	1	280	318	611	0.9964285714285714
GH35.hmm	307	KFX44_RS03910	773	8.3e-87	2	306	50	416	0.990228013029316
GH177.hmm	347	KFX44_RS11450	491	1.5e-16	7	182	46	205	0.5043227665706052
CE7.hmm	313	KFX45_RS00240	843	3.7e-75	11	312	528	826	0.9616613418530351
GH31_19.hmm	387	KFX45_RS00250	534	2.4e-169	1	386	144	530	0.9948320413436692
GH110.hmm	548	KFX45_RS00255	576	5.6e-176	5	546	2	574	0.9872262773722628
GH3.hmm	216	KFX45_RS00260	836	2.5e-67	3	216	60	268	0.9861111111111112
GH89.hmm	663	KFX45_RS00265	724	5.9e-221	2	661	64	715	0.9939668174962293
GH3.hmm	216	KFX45_RS00270	861	1.3e-61	3	214	108	328	0.9768518518518519
GT4.hmm	160	KFX45_RS10410	409	2.3e-19	6	156	215	372	0.9375
GT4.hmm	160	KFX45_RS17925	418	5.2e-19	19	156	238	388	0.85625
GT4.hmm	160	KFX45_RS17940	367	8e-22	6	157	185	338	0.94375
GT4.hmm	160	KFX60_RS20865	382	2.1e-17	12	157	201	347	0.90625
GT4.hmm	160	KFX60_RS20875	361	1.5e-29	8	157	177	329	0.93125
GH97.hmm	631	KFX61_RS18665	650	8.2e-156	11	630	26	630	0.9809825673534073
GH2.hmm	752	KFX78_RS01570	782	9.3e-95	26	490	24	585	0.6170212765957447
GH73.hmm	128	KFX78_RS02865	207	2.3e-18	12	125	105	204	0.8828125
GH167.hmm	717	KFX78_RS24060	745	2.7e-258	1	717	12	742	0.99860529986053
GH167.hmm	717	KFX78_RS27015	776	8.8e-261	1	717	52	772	0.99860529986053
GT25.hmm	181	KFX78_RS28535	245	3e-30	3	178	4	176	0.9668508287292817
CBM32.hmm	124	KFX89_RS03470	469	3.3e-18	5	121	336	463	0.9354838709677419
GH95.hmm	722	KFX89_RS05970	803	8.9e-269	4	719	21	789	0.9903047091412742
GH43_9.hmm	272	KFX89_RS07620	815	9.6e-120	3	272	25	288	0.9889705882352942
CBM91.hmm	200	KFX89_RS07620	815	1e-19	5	198	310	485	0.965
GH43_19.hmm	233	KFX89_RS07620	815	1.5e-78	1	233	537	792	0.9957081545064378
GT2.hmm	170	KFX89_RS07795	330	1.5e-26	1	169	4	169	0.9882352941176471
CBM32.hmm	124	KFX89_RS11665	392	1.4e-17	7	123	257	385	0.9354838709677419
GH78.hmm	504	KGH28_RS11705	733	4.2e-111	3	489	191	683	0.9642857142857143
GT1.hmm	382	KGH32_RS05510	420	3.1e-38	55	380	50	409	0.8507853403141361
GH16_3.hmm	230	KGH32_RS13320	287	7.2e-38	3	229	41	272	0.9826086956521739
GT2.hmm	170	KGH32_RS13495	262	1.6e-29	1	111	8	117	0.6470588235294118
GT4.hmm	160	KGH32_RS19205	358	1.8e-31	7	157	182	329	0.9375
GT32.hmm	90	KGH32_RS19210	258	4.2e-21	3	88	20	97	0.9444444444444444
GT2.hmm	170	KGH32_RS19220	329	2.8e-29	1	132	6	140	0.7705882352941177
GT2.hmm	170	KGH32_RS19225	340	9.4e-37	1	146	4	148	0.8529411764705882
GT4.hmm	160	KGH32_RS19235	378	6.2e-29	6	154	204	349	0.925
GT2.hmm	170	KGH32_RS19245	329	3e-36	1	125	5	127	0.7294117647058823
CBM67.hmm	176	KHO73_RS25645	1337	1e-36	3	170	190	375	0.9488636363636364
GH78.hmm	504	KHO73_RS25645	1337	1.1e-158	6	504	403	933	0.9880952380952381
GH33.hmm	342	KHO73_RS25645	1337	5.6e-38	13	328	966	1321	0.9210526315789473
GT4.hmm	160	KQP59_RS00490	347	2e-19	6	152	174	313	0.9125
GT2.hmm	170	KQP59_RS00500	330	6.1e-28	1	117	6	119	0.6823529411764706
GH20.hmm	337	KQP59_RS01370	520	8.5e-105	14	336	143	477	0.9554896142433235
GH29.hmm	346	KQP59_RS01390	606	4.4e-81	38	338	51	372	0.8670520231213873
GH2.hmm	752	KQP59_RS01395	1024	1.5e-216	24	751	64	908	0.9667553191489362
GH20.hmm	337	KQP59_RS01400	777	2.2e-114	8	336	158	517	0.973293768545994
GH18.hmm	296	KQP59_RS01425	555	1.6e-35	48	285	297	533	0.8006756756756757
GH18.hmm	296	KQP59_RS01480	430	4.5e-65	31	284	136	418	0.8547297297297297
GH20.hmm	337	KQP59_RS01485	773	9.9e-118	8	336	153	512	0.973293768545994
GH89.hmm	663	KQP59_RS01490	728	3.8e-247	2	662	61	720	0.995475113122172
GH3.hmm	216	KQP59_RS01495	861	1.2e-60	3	214	107	327	0.9768518518518519
GH97.hmm	631	KQP59_RS01505	644	3.9e-189	4	630	12	642	0.9920760697305864
GH20.hmm	337	KQP59_RS01510	528	6e-94	8	336	152	492	0.973293768545994
GH3.hmm	216	KQP59_RS01530	860	2e-60	3	214	109	329	0.9768518518518519
GH13_14.hmm	289	KQP59_RS01770	669	3.2e-116	1	289	202	526	0.9965397923875432
PL33_1.hmm	155	KQP59_RS02340	645	2.4e-59	2	152	430	576	0.967741935483871
GH84.hmm	295	KQP59_RS02415	738	1.4e-115	1	294	151	443	0.9932203389830508
GH20.hmm	337	KQP59_RS02420	547	4.7e-116	8	337	155	514	0.9762611275964391
GT35.hmm	674	KQP59_RS02440	853	1.3e-113	208	610	271	708	0.5964391691394659
GH182.hmm	237	KQP59_RS02510	683	4e-109	3	237	384	621	0.9873417721518988
GT4.hmm	160	KQP59_RS02910	366	2.7e-31	8	160	185	336	0.95
GT2.hmm	170	KQP59_RS02930	313	9.3e-26	1	133	6	151	0.7764705882352941
GT4.hmm	160	KQP59_RS02945	367	2.9e-26	9	158	183	333	0.93125
GT101.hmm	224	KQP59_RS03005	304	1.5e-92	1	224	57	280	0.9955357142857143
GT4.hmm	160	KQP59_RS03010	386	1.6e-35	13	159	208	353	0.9125
GT4.hmm	160	KQP59_RS03015	388	7.3e-36	6	159	204	356	0.95625
GT2.hmm	170	KQP59_RS03020	284	4.5e-23	1	116	42	149	0.6764705882352942
CBM93.hmm	150	KQP59_RS03235	545	9.7e-67	2	150	24	172	0.9866666666666667
GH33.hmm	342	KQP59_RS03235	545	1.1e-93	11	332	193	532	0.9385964912280702
GH20.hmm	337	KQP59_RS03240	671	2.5e-57	9	335	141	412	0.9673590504451038
CE20.hmm	249	KQP59_RS03245	692	3.9e-80	3	248	300	580	0.9839357429718876
GH2.hmm	752	KQP59_RS03265	840	6e-120	28	587	26	770	0.7433510638297872
GT2.hmm	170	KQP59_RS03315	338	4.5e-27	4	157	1	156	0.9
GT4.hmm	160	KQP59_RS03340	377	7.3e-25	7	152	191	333	0.90625
GT26.hmm	171	KQP59_RS03820	233	3.7e-51	6	171	53	217	0.9649122807017544
GT4.hmm	160	KQP59_RS03835	349	3.2e-28	10	155	172	316	0.90625
GT2.hmm	170	KQP59_RS03935	279	1.6e-23	1	131	7	137	0.7647058823529411
GT2.hmm	170	KQP59_RS03975	329	1.3e-27	1	131	7	140	0.7647058823529411
GH32.hmm	293	KQP59_RS04190	611	1.8e-99	1	283	150	439	0.962457337883959
GH32.hmm	293	KQP59_RS04195	523	5.9e-41	2	282	52	349	0.9556313993174061
GH2.hmm	752	KQP59_RS04235	1084	1.2e-85	19	465	48	650	0.5930851063829787
GH23.hmm	135	KQP59_RS04440	327	9.8e-21	2	125	97	233	0.9111111111111111
PL29.hmm	301	KQP59_RS04725	1032	3.3e-19	36	275	103	329	0.7940199335548173
CE20.hmm	249	KQP59_RS04750	478	2.3e-92	3	248	107	367	0.9839357429718876
GH106.hmm	824	KQP59_RS04755	1106	1.5e-115	94	457	362	724	0.4405339805825243
GH2.hmm	752	KQP59_RS04850	951	1.2e-128	35	745	40	830	0.9441489361702128
GH95.hmm	722	KQP59_RS04940	823	5.7e-292	3	713	27	759	0.9833795013850416
GH105.hmm	332	KQP59_RS04945	401	3.6e-119	5	332	49	396	0.9849397590361446
CE19.hmm	332	KQP59_RS04970	654	3.6e-139	2	331	118	449	0.9909638554216867
GH28.hmm	325	KQP59_RS04975	446	1.6e-95	10	310	53	425	0.9230769230769231
CBM67.hmm	176	KQP59_RS04980	954	2.4e-33	27	172	200	355	0.8238636363636364
GH78.hmm	504	KQP59_RS04980	954	4.3e-156	3	504	395	933	0.9940476190476191
GH143.hmm	556	KQP59_RS04985	1110	1.3e-293	3	556	21	570	0.9946043165467626
GH142.hmm	479	KQP59_RS04985	1110	9.5e-230	2	479	634	1101	0.9958246346555324
GH43_18.hmm	229	KQP59_RS04990	310	1.6e-86	2	229	66	292	0.9912663755458515
GT2.hmm	230	KQP59_RS05030	396	2.7e-28	2	229	42	263	0.9869565217391304
GH20.hmm	337	KQP59_RS05395	774	2.4e-123	9	335	154	507	0.9673590504451038
GH130_2.hmm	300	KQP59_RS05485	323	1e-155	1	300	19	317	0.9966666666666667
GH92.hmm	491	KQP59_RS05490	757	6.1e-178	2	487	269	755	0.9877800407331976
GH2.hmm	752	KQP59_RS05545	1232	6.8e-88	5	597	222	1032	0.7872340425531915
GH3.hmm	216	KQP59_RS05555	854	3.1e-68	4	215	64	305	0.9768518518518519
CE20.hmm	249	KQP59_RS05560	573	3e-75	3	248	105	447	0.9839357429718876
GH3.hmm	216	KQP59_RS05565	955	5.1e-69	4	213	206	426	0.9675925925925926
GH29.hmm	346	KQP59_RS05855	439	3.8e-109	23	346	23	355	0.9335260115606936
GH2.hmm	752	KQP59_RS06060	978	2.6e-81	28	555	24	716	0.7007978723404256
CBM32.hmm	124	KQP59_RS06060	978	1.2e-22	8	123	724	837	0.9274193548387096
GH3.hmm	216	KQP59_RS06095	1002	1.1e-53	4	215	108	331	0.9768518518518519
GT51.hmm	177	KQP59_RS06200	650	2.8e-43	12	162	435	588	0.847457627118644
CBM67.hmm	176	KQP59_RS06295	1153	2.2e-31	13	167	344	514	0.875
GH78.hmm	504	KQP59_RS06295	1153	1.5e-171	5	504	569	1102	0.9900793650793651
CBM67.hmm	176	KQP59_RS06300	882	8.1e-41	3	166	144	318	0.9261363636363636
GH78.hmm	504	KQP59_RS06300	882	7.6e-157	2	503	347	856	0.9940476190476191
CE7.hmm	313	KQP59_RS06305	435	1.7e-90	11	310	127	427	0.9552715654952076
GH16_3.hmm	230	KQP59_RS06420	269	3.3e-54	1	230	36	262	0.9956521739130435
GH92.hmm	491	KQP59_RS06660	756	8.7e-160	13	491	222	735	0.9735234215885947
GH99.hmm	334	KQP59_RS06680	383	1.7e-122	3	333	44	371	0.9880239520958084
GH20.hmm	337	KQP59_RS06700	662	2.2e-66	9	336	155	478	0.9703264094955489
GH29.hmm	346	KQP59_RS07130	464	7.5e-71	35	341	22	320	0.884393063583815
GH92.hmm	491	KQP59_RS07160	762	1.1e-186	2	491	234	741	0.9959266802443992
GH92.hmm	491	KQP59_RS07165	780	6.6e-187	3	491	266	759	0.9938900203665988
GH92.hmm	491	KQP59_RS07175	780	2.2e-172	2	491	252	749	0.9959266802443992
GH89.hmm	663	KQP59_RS08175	737	2.4e-249	2	661	65	729	0.9939668174962293
GH20.hmm	337	KQP59_RS08280	810	2.1e-121	8	335	159	524	0.9703264094955489
GT4.hmm	160	KQP59_RS08450	425	3.1e-31	5	153	240	385	0.925
GH133.hmm	372	KQP59_RS08455	646	2.4e-102	6	372	285	636	0.9838709677419355
CBM32.hmm	124	KQP59_RS09050	441	4.2e-17	6	122	306	432	0.9354838709677419
GH13_38.hmm	375	KQP59_RS09465	566	1.9e-184	1	375	33	400	0.9973333333333333
GH43_29.hmm	278	KQP59_RS09510	322	9.9e-120	1	278	32	310	0.9964028776978417
GH51_2.hmm	435	KQP59_RS09515	661	1.5e-177	2	434	198	657	0.993103448275862
GH43_4.hmm	310	KQP59_RS09520	514	2.8e-96	1	310	60	372	0.9967741935483871
GH43_4.hmm	310	KQP59_RS09555	642	1e-90	1	310	161	529	0.9967741935483871
GH146.hmm	503	KQP59_RS09590	803	1.4e-211	1	503	32	560	0.9980119284294234
GH51_1.hmm	472	KQP59_RS09595	515	8.6e-172	2	472	26	513	0.9957627118644068
GH31_3.hmm	429	KQP59_RS09630	749	4.2e-162	1	429	283	715	0.9976689976689976
GH141.hmm	527	KQP59_RS09635	617	8.9e-218	2	526	24	582	0.9943074003795066
GH109.hmm	399	KQP59_RS09715	329	4.6e-25	4	196	4	185	0.48120300751879697
GH25.hmm	177	KQP59_RS09770	298	1.1e-54	1	177	100	275	0.9943502824858758
GH35.hmm	307	KQP59_RS09855	780	1.1e-120	1	305	35	346	0.990228013029316
GH43_24.hmm	246	KQP59_RS09990	494	1.1e-87	2	246	45	290	0.991869918699187
GH43_24.hmm	246	KQP59_RS09995	583	2.1e-41	56	233	204	376	0.7195121951219512
GH73.hmm	128	KQP59_RS10645	505	3.7e-31	5	127	15	143	0.953125
GH73.hmm	128	KQP59_RS10925	302	1.3e-34	4	128	40	167	0.96875
GH115.hmm	697	KQP59_RS10955	864	1.1e-223	2	697	37	842	0.9971305595408895
GH2.hmm	752	KQP59_RS10960	942	2.3e-114	34	623	36	701	0.7832446808510638
GT4.hmm	160	KQP59_RS11295	400	2e-37	5	151	209	354	0.9125
GT4.hmm	160	KQP59_RS11305	409	3.5e-28	9	160	221	371	0.94375
GT4.hmm	160	KQP59_RS11340	422	6.6e-24	18	153	251	384	0.84375
GT2.hmm	170	KQP59_RS11345	252	5.1e-25	1	155	11	158	0.9058823529411765
GH43_24.hmm	246	KQP59_RS11355	461	2e-69	1	245	48	285	0.991869918699187
PL8_3.hmm	249	KQP59_RS11400	720	4.2e-110	1	249	345	597	0.9959839357429718
GH2.hmm	752	KQP59_RS11425	703	5.5e-89	26	576	21	692	0.7313829787234043
GH29.hmm	346	KQP59_RS11430	477	1.2e-94	11	345	15	374	0.9653179190751445
GH3.hmm	216	KQP59_RS11510	864	3.9e-65	3	215	58	304	0.9814814814814815
GH154.hmm	348	KQP59_RS11570	416	4.4e-102	1	346	30	392	0.9913793103448276
GH30_6.hmm	450	KQP59_RS11595	521	4.4e-210	1	450	56	510	0.9977777777777778
GH30_4.hmm	484	KQP59_RS11675	529	3.6e-196	3	483	30	523	0.9917355371900827
GH97.hmm	631	KQP59_RS11680	651	1.3e-179	4	628	14	647	0.9889064976228209
CBM32.hmm	124	KQP59_RS11685	447	1.2e-18	4	123	313	442	0.9596774193548387
GH18.hmm	296	KQP59_RS11705	322	1e-36	48	289	62	311	0.8141891891891891
GH20.hmm	337	KQP59_RS11750	816	1.4e-118	14	335	202	539	0.9525222551928784
GH92.hmm	491	KQP59_RS11815	720	2.1e-140	3	488	238	710	0.9877800407331976
GH3.hmm	216	KQP59_RS11840	791	3e-63	3	213	137	359	0.9722222222222222
GH38.hmm	269	KQP59_RS11845	1056	2.3e-52	1	222	27	249	0.8215613382899628
GH28.hmm	325	KQP59_RS12500	483	1.2e-34	59	307	194	450	0.7630769230769231
GH88.hmm	329	KQP59_RS12775	407	1.1e-119	4	328	67	391	0.9848024316109423
GH20.hmm	337	KQP59_RS12900	656	3.1e-108	8	336	142	479	0.973293768545994
GT30.hmm	177	KQP59_RS13640	408	4.7e-47	10	176	43	205	0.9378531073446328
GH123.hmm	538	KQP59_RS13660	599	3.4e-243	3	538	59	597	0.9944237918215614
CE20.hmm	249	KQP59_RS14105	527	3.3e-79	3	249	101	405	0.9879518072289156
GH127.hmm	524	KQP59_RS14135	798	6.3e-200	1	524	36	567	0.9980916030534351
GH97.hmm	631	KQP59_RS14145	922	4.6e-194	7	630	21	662	0.9873217115689382
GH127.hmm	524	KQP59_RS14150	803	2.3e-208	1	524	39	570	0.9980916030534351
GH16_3.hmm	230	KQP59_RS14340	374	2.1e-56	3	229	139	368	0.9826086956521739
GH18.hmm	296	KQP59_RS14345	348	9.6e-46	2	287	46	334	0.9628378378378378
GH2.hmm	752	KQP59_RS14485	603	8.7e-102	23	406	49	493	0.5093085106382979
GH182.hmm	237	KQP59_RS14490	678	1.8e-109	4	237	380	616	0.9831223628691983
GH105.hmm	332	KQP59_RS14500	368	1.5e-72	13	330	57	364	0.9548192771084337
GH130_3.hmm	311	KQP59_RS14505	383	7.2e-134	2	310	63	373	0.9903536977491961
GH2.hmm	752	KQP59_RS14515	904	7e-84	36	542	49	742	0.6728723404255319
GH105.hmm	332	KQP59_RS14520	354	5.1e-71	9	330	39	350	0.9668674698795181
GH76.hmm	358	KQP59_RS14525	516	6.1e-64	32	326	176	484	0.8212290502793296
GH43_31.hmm	268	KQP59_RS14530	308	4.6e-105	2	267	22	287	0.9888059701492538
GH105.hmm	332	KQP59_RS14575	370	5.8e-67	15	330	62	367	0.9487951807228916
GH105.hmm	332	KQP59_RS14615	373	4.2e-67	12	330	60	368	0.9578313253012049
GH93.hmm	307	KQP59_RS14620	605	1.2e-18	5	271	104	375	0.8664495114006515
GH89.hmm	663	KQP59_RS14625	712	1.1e-220	3	662	59	706	0.9939668174962293
GH115.hmm	697	KQP59_RS14630	983	2e-213	2	586	31	670	0.8378766140602583
GH177.hmm	347	KQP59_RS14655	431	5e-46	3	287	45	307	0.8184438040345822
GT2.hmm	170	KQP59_RS14845	248	2e-28	2	168	8	174	0.9764705882352941
GH23.hmm	135	KQP59_RS15115	463	6.6e-20	13	122	302	413	0.8074074074074075
GT51.hmm	177	KQP59_RS15300	773	4.2e-45	18	176	70	227	0.8926553672316384
CE1.hmm	227	KQP59_RS15350	273	7e-49	1	218	31	261	0.9559471365638766
GH43_10.hmm	271	KQP59_RS15385	550	6.8e-109	1	271	37	307	0.996309963099631
CBM91.hmm	200	KQP59_RS15385	550	2.1e-24	5	195	342	546	0.95
PL40.hmm	873	KQP59_RS15475	919	5.9e-266	4	839	2	902	0.9564719358533792
GH20.hmm	337	KQP59_RS15635	692	3.3e-38	13	336	150	471	0.9584569732937686
GH29.hmm	346	KQP59_RS15710	628	1e-79	38	327	35	340	0.8352601156069365
GH13_5.hmm	342	KQP59_RS15830	482	3.4e-148	1	342	30	370	0.9970760233918129
GH13_14.hmm	289	KQP59_RS15835	656	3.9e-118	1	289	186	512	0.9965397923875432
GH2.hmm	752	KQP59_RS15855	896	5.2e-91	21	480	39	607	0.6103723404255319
GH20.hmm	337	KQP59_RS15870	526	2.2e-101	5	336	145	488	0.9821958456973294
PL13.hmm	363	KQP59_RS15905	393	1.1e-207	2	363	23	392	0.9944903581267218
GH53.hmm	342	KQP59_RS15940	354	8.5e-91	2	312	46	331	0.9064327485380117
PL12_2.hmm	131	KQP59_RS15970	703	4.5e-53	1	131	429	566	0.9923664122137404
GH88.hmm	329	KQP59_RS15990	435	1.8e-118	7	328	102	416	0.9756838905775076
PL12_2.hmm	131	KQP59_RS15995	667	2e-61	1	131	404	534	0.9923664122137404
PL15_2.hmm	156	KQP59_RS16020	874	2.8e-102	1	156	534	689	0.9935897435897436
GH97.hmm	631	KQP59_RS16225	720	6.9e-259	5	630	15	704	0.9904912836767037
GT2.hmm	170	KQP59_RS16280	317	3.9e-33	1	168	4	167	0.9823529411764705
GH29.hmm	346	KQP59_RS16530	461	1.3e-59	37	335	26	355	0.861271676300578
GH76.hmm	358	KQP59_RS16550	526	2.9e-69	7	320	157	487	0.8743016759776536
GH92.hmm	491	KQP59_RS16585	761	7.1e-177	2	491	237	742	0.9959266802443992
GH76.hmm	358	KQP59_RS16595	388	1.1e-76	37	330	68	366	0.8184357541899442
GH130_3.hmm	311	KQP59_RS16605	384	1.4e-137	2	310	61	371	0.9903536977491961
GT32.hmm	90	KQP59_RS16630	225	6.8e-20	2	88	20	101	0.9555555555555556
GH92.hmm	491	KQP59_RS16640	754	2.1e-188	3	491	246	736	0.9938900203665988
GH13_46.hmm	322	KQP59_RS16985	619	3.7e-144	1	320	165	486	0.9906832298136646
GH97.hmm	631	KQP59_RS16990	739	3.5e-251	4	630	12	723	0.9920760697305864
GH13_36.hmm	314	KQP59_RS17015	693	8e-135	1	314	80	540	0.9968152866242038
GH154.hmm	348	KQP59_RS17120	674	8e-93	1	347	50	401	0.9942528735632183
GH43_34.hmm	280	KQP59_RS17130	334	5.1e-97	1	280	30	325	0.9964285714285714
GH127.hmm	524	KQP59_RS17135	669	1.6e-209	1	524	35	565	0.9980916030534351
GH97.hmm	631	KQP59_RS17145	639	9.6e-176	3	630	18	637	0.993660855784469
GH29.hmm	346	KQP59_RS17165	548	5.8e-100	2	346	13	432	0.9942196531791907
GH43_34.hmm	280	KQP59_RS17170	462	1.8e-72	1	280	29	302	0.9964285714285714
GH97.hmm	631	KQP59_RS17175	648	3e-183	6	626	14	643	0.9825673534072901
GH43_19.hmm	233	KQP59_RS17200	324	3.9e-94	1	233	71	302	0.9957081545064378
GH35.hmm	307	KQP59_RS17205	779	7.8e-118	1	306	36	348	0.993485342019544
GT2.hmm	170	KQP59_RS17355	815	2e-19	1	126	250	377	0.7352941176470589
